PESEL;Name;Surname;Date_of_birth;Sex;Driv_licence_number;Phone_number;Email;Address;City
79101146561;Tomasz;Baranowski;11.10.1979;female;C195272;112201083;Tomasz.Baranowski79@tlen.com;Leœna 14/29;Wroc³aw
95081140330;Rafa³;Zalewski;11.08.1995;male;E435277;614708944;Rafa³.Zalewski95@wp.com;Kwiatowa 223/42;Gdynia
73113022861;Aleksander;Górski;30.11.1973;female;V461818;788418518;Aleksander.Górski73@gmail.com;Ogrodowa 4/44;Poznañ
75091196931;Jakub;D¹browski;11.09.1975;male;L770740;635455547;Jakub.D¹browski75@gmail.com;Lipowa 156/9;Zakopane
55062446084;Micha³;Czerwiñski;24.06.1955;female;N708240;587072023;Micha³.Czerwiñski55@tlen.com;S³oneczna 70/72;I³awa
68032646104;Andrzej;Rutkowski;26.03.1968;female;C536891;192069272;Andrzej.Rutkowski68@tlen.com;Krótka 104/44;Opole
52091659547;Jan;Lewandowski;16.09.1952;female;T431814;517844283;Jan.Lewandowski52@wp.com;Sosnowa 144/96;Warszawa
78060772016;Marcin;Krawczyk;07.06.1978;male;M305240;101703718;Marcin.Krawczyk78@wp.com;Akacjowa 55/78;Poznañ
65021750971;Piotr;Borkowski;17.02.1965;male;J413103;650961407;Piotr.Borkowski65@gmail.com;Kwiatowa 61/48;Poznañ
56071554997;Krzysztof;Kamiñski;15.07.1956;male;I665165;550994141;Krzysztof.Kamiñski56@o2.com;Kolejowa 10/29;Kielce
61012582305;Krzysztof;Kucharski;25.01.1961;female;G506918;597723804;Krzysztof.Kucharski61@tlen.com;Kolejowa 131/21;Wroc³aw
00102958406;Adam;Sadowska;29.10.2000;female;H781491;615964220;Adam.Sadowska0@gmail.com;Akacjowa 182/90;Szczecin
97112821732;Piotr;Zawadzki;28.11.1997;male;G739154;433574845;Piotr.Zawadzki97@gmail.com;S³oneczna 65/69;Malbork
74051028477;Adam;D¹browski;10.05.1974;male;V545618;730819273;Adam.D¹browski74@tlen.com;Szkolna 156/75;Szczecin
55020278361;Grzegorz;Sawicki;02.02.1955;female;H520893;961058715;Grzegorz.Sawicki55@o2.com;Lipowa 223/84;Poznañ
56041106886;Adam;Sobczak;11.04.1956;female;L125826;651558857;Adam.Sobczak56@o2.com;Sosnowa 282/44;Olsztyn
78110922477;Micha³;B³aszczyk;09.11.1978;male;Y173352;617098919;Micha³.B³aszczyk78@o2.com;Fregatowa 60/88;Zakopane
55111706228;Dariusz;Kowalczyk;17.11.1955;female;A202935;352619723;Dariusz.Kowalczyk55@wp.com;Polna 259/36;Lubin
75020190620;Krzysztof;Urbañska;01.02.1975;female;Z497288;687550296;Krzysztof.Urbañska75@gmail.com;Opolska 106/52;Opole
64120271363;Andrzej;Kamiñski;02.12.1964;female;X185079;985619301;Andrzej.Kamiñski64@gmail.com;Grunwaldzka 57/37;Lubin
88101645898;Tomasz;Sikora;16.10.1988;male;P205398;624009802;Tomasz.Sikora88@gmail.com;Kwiatowa 52/60;Poznañ
75031956354;Rafa³;Górski;19.03.1975;male;A955176;308770883;Rafa³.Górski75@o2.com;Polna 166/57;Zakopane
57102321791;Dariusz;Piotrowski;23.10.1957;male;V902046;301682672;Dariusz.Piotrowski57@o2.com;Opolska 71/48;Toruñ
70052217431;Micha³;Kucharski;22.05.1970;male;M748585;256401761;Micha³.Kucharski70@tlen.com;Jachtowa 182/75;Toruñ
57122507330;Krzysztof;Urbañska;25.12.1957;male;V242499;294342045;Krzysztof.Urbañska57@gmail.com;Opolska 15/91;Poznañ
97041104240;Micha³;Kowalczyk;11.04.1997;female;S594399;975847180;Micha³.Kowalczyk97@tlen.com;Krótka 7/58;Gdynia
86082624493;Andrzej;Rutkowski;26.08.1986;male;B467081;150761857;Andrzej.Rutkowski86@gmail.com;Armii Krajowej 18/25;Suwa³ki
90040313152;Bartosz;Urbañska;03.04.1990;male;W313335;662950320;Bartosz.Urbañska90@wp.com;Szkolna 170/62;I³awa
78080771924;Jakub;B³aszczyk;07.08.1978;female;V143012;872922386;Jakub.B³aszczyk78@o2.com;Brzozowa 101/67;Gdynia
92011716920;Dariusz;WoŸniak;17.01.1992;female;C591580;961651806;Dariusz.WoŸniak92@wp.com;Brzozowa 94/61;Zakopane
76022180668;Adam;Jakubowski;21.02.1976;female;J725746;982974661;Adam.Jakubowski76@gmail.com;Zielona 44/90;Kielce
80101741176;Micha³;Baran;17.10.1980;male;H358290;720053524;Micha³.Baran80@o2.com;Krótka 269/42;Gdynia
50092311449;Krzysztof;Sawicki;23.09.1950;female;I985699;965278380;Krzysztof.Sawicki50@wp.com;Szkolna 26/21;Opole
89021480246;Wojciech;Szymañski;14.02.1989;female;H866940;278042283;Wojciech.Szymañski89@wp.com;Jachtowa 276/13;Gdañsk
98091034318;Tomasz;Czerwiñski;10.09.1998;male;N507611;350047509;Tomasz.Czerwiñski98@tlen.com;Koœcielna 226/54;Rzeszów
60092534445;Micha³;Zakrzewska;25.09.1960;female;C695385;713915546;Micha³.Zakrzewska60@tlen.com;Jachtowa 5/34;£ódŸ
71121817134;Piotr;Sadowska;18.12.1971;male;V616551;708855870;Piotr.Sadowska71@gmail.com;Karciana 262/7;Wroc³aw
65012889114;Marcin;Andrzejewski;28.01.1965;male;N317419;595865307;Marcin.Andrzejewski65@o2.com;¯aglowa 83/80;£ódŸ
89021353317;Andrzej;Urbañska;13.02.1989;male;O466324;638662022;Andrzej.Urbañska89@wp.com;Leœna 39/90;Warszawa
59111438124;Grzegorz;Jakubowski;14.11.1959;female;Y448322;808167068;Grzegorz.Jakubowski59@o2.com;Leœna 125/65;Gdynia
85020595167;Marcin;Urbañska;05.02.1985;female;B569531;122969439;Marcin.Urbañska85@o2.com;Kwiatowa 235/80;Malbork
60021853965;Adam;Urbañska;18.02.1960;female;I643330;427494068;Adam.Urbañska60@o2.com;Kwiatowa 55/78;Olsztyn
52101393184;Adam;Andrzejewski;13.10.1952;female;N830259;563276285;Adam.Andrzejewski52@tlen.com;Brzozowa 282/24;Szczecin
86111371516;Rafa³;Szymañski;13.11.1986;male;X837570;832743780;Rafa³.Szymañski86@tlen.com;£akowa 256/59;Zakopane
87050864717;Piotr;Sadowska;08.05.1987;male;X560986;782033090;Piotr.Sadowska87@o2.com;Ogrodowa 28/40;Malbork
94070884710;Jan;Szczepañski;08.07.1994;male;V191580;172342997;Jan.Szczepañski94@tlen.com;¯aglowa 165/40;Poznañ
95010914064;Andrzej;Zalewski;09.01.1995;female;T716065;817165163;Andrzej.Zalewski95@gmail.com;Sosnowa 102/81;Suwa³ki
59031649873;Aleksander;Sikorska;16.03.1959;male;G351262;968053714;Aleksander.Sikorska59@wp.com;Sosnowa 149/1;Toruñ
70022121602;Krzysztof;Kamiñski;21.02.1970;female;I581535;720491334;Krzysztof.Kamiñski70@gmail.com;Mazowiecka 137/92;Olsztyn
77112931269;Krzysztof;Wasilewska;29.11.1977;female;A766673;416333973;Krzysztof.Wasilewska77@o2.com;Sosnowa 110/1;Rzeszów
87010728686;Krzysztof;Rutkowski;07.01.1987;female;S903517;249115211;Krzysztof.Rutkowski87@tlen.com;Leœna 42/78;Wroc³aw
88042732920;Marcin;Wójcik;27.04.1988;female;N397458;613167968;Marcin.Wójcik88@gmail.com;Opolska 93/70;Warszawa
88072622304;Bartosz;Ostrowski;26.07.1988;female;D227625;344516613;Bartosz.Ostrowski88@gmail.com;Sosnowa 116/26;I³awa
59112679751;Aleksander;Szymañski;26.11.1959;male;N562213;428651297;Aleksander.Szymañski59@wp.com;S³oneczna 125/8;Toruñ
74021442140;Wojciech;Kowalski;14.02.1974;female;J949485;631328538;Wojciech.Kowalski74@gmail.com;Mazowiecka 284/64;Warszawa
91032952822;Wojciech;Sikora;29.03.1991;female;H309552;566492969;Wojciech.Sikora91@tlen.com;Krótka 185/93;Toruñ
99061730520;Rafa³;Sikora;17.06.1999;female;N799542;361507772;Rafa³.Sikora99@o2.com;£akowa 300/64;Poznañ
72042231787;Micha³;B³aszczyk;22.04.1972;female;O882355;969199729;Micha³.B³aszczyk72@gmail.com;£akowa 118/97;Rzeszów
69061999706;Tomasz;Urbañska;19.06.1969;female;R115016;564920717;Tomasz.Urbañska69@wp.com;Szkolna 117/13;Wroc³aw
96032910161;Marcin;Soko³owski;29.03.1996;female;M782497;986654717;Marcin.Soko³owski96@gmail.com;Sosnowa 62/33;Wroc³aw
95082029092;Marcin;Kubiak;20.08.1995;male;M861577;785056029;Marcin.Kubiak95@o2.com;Kolejowa 229/87;Poznañ
74121929589;Rafa³;Adamska;19.12.1974;female;M947041;971757551;Rafa³.Adamska74@gmail.com;Kwiatowa 235/67;Olsztyn
57051937231;Piotr;Soko³owski;19.05.1957;male;N860998;990290570;Piotr.Soko³owski57@o2.com;Szkolna 287/53;Toruñ
84030720897;Marcin;WoŸniak;07.03.1984;male;R161993;605757291;Marcin.WoŸniak84@gmail.com;Karciana 264/17;Kraków
75052198349;Krzysztof;Górski;21.05.1975;female;X486506;755852955;Krzysztof.Górski75@o2.com;Armii Krajowej 61/73;Szczecin
69041866724;Andrzej;Baran;18.04.1969;female;S783324;698750501;Andrzej.Baran69@wp.com;Kwiatowa 198/5;Poznañ
61051892517;Rafa³;Sikorska;18.05.1961;male;T237037;502695907;Rafa³.Sikorska61@tlen.com;Parkowa 244/23;Gdynia
82072135641;Krzysztof;Czerwiñki;21.07.1982;female;W105393;542642926;Krzysztof.Czerwiñki82@wp.com;Lipowa 218/82;I³awa
83120507723;Rafa³;Sadowska;05.12.1983;female;Z410933;559838007;Rafa³.Sadowska83@gmail.com;Kwiatowa 66/15;Zakopane
52062119345;Aleksander;Adamska;21.06.1952;female;A447142;432774058;Aleksander.Adamska52@o2.com;Krótka 226/98;Poznañ
50091693220;Andrzej;B³aszczyk;16.09.1950;female;G170698;675971515;Andrzej.B³aszczyk50@o2.com;Szkolna 151/49;Kraków
56070442851;Adam;Górski;04.07.1956;male;X774628;979478528;Adam.Górski56@gmail.com;Kolejowa 179/67;Wroc³aw
98120465891;Krzysztof;Sikora;04.12.1998;male;U468703;718344903;Krzysztof.Sikora98@wp.com;Mazowiecka 154/89;Kielce
93012107573;Jakub;Piotrowski;21.01.1993;male;Y370657;356063601;Jakub.Piotrowski93@gmail.com;Kolejowa 195/58;Rzeszów
64092169641;Adam;Szymañski;21.09.1964;female;X737498;577171825;Adam.Szymañski64@gmail.com;Brzozowa 132/74;Poznañ
71091609492;Tomasz;Rutkowski;16.09.1971;male;Q273139;697097392;Tomasz.Rutkowski71@o2.com;Koœcielna 81/12;Szczecin
69071492287;Andrzej;Urbañska;14.07.1969;female;I604014;302772205;Andrzej.Urbañska69@o2.com;£akowa 226/84;Wroc³aw
94091455957;Micha³;Piotrowki;14.09.1994;male;U247240;305631427;Micha³.Piotrowki94@wp.com;¯aglowa 60/21;Lublin
93101091885;Tomasz;Sadowska;10.10.1993;female;A149559;953381977;Tomasz.Sadowska93@tlen.com;Sosnowa 22/38;Kraków
70121866401;Grzegorz;Kowalski;18.12.1970;female;E224526;770759398;Grzegorz.Kowalski70@tlen.com;Jachtowa 197/67;Gdañsk
87072222533;Adam;Krawczyk;22.07.1987;male;C812169;748496765;Adam.Krawczyk87@tlen.com;Leœna 72/70;Kielce
77041990734;Krzysztof;Sobczak;19.04.1977;male;F510235;828747872;Krzysztof.Sobczak77@tlen.com;Ogrodowa 18/8;Gdynia
74121267830;Dariusz;Walczak;12.12.1974;male;W434836;559897112;Dariusz.Walczak74@tlen.com;Jachtowa 226/75;Olsztyn
64122249866;Micha³;Walczak;22.12.1964;female;M134648;364639262;Micha³.Walczak64@tlen.com;Jachtowa 123/60;Gdañsk
83082993887;Micha³;Czerwiñski;29.08.1983;female;Z300340;450221034;Micha³.Czerwiñski83@o2.com;Szkolna 42/52;Olsztyn
83040857480;Andrzej;Mróz;08.04.1983;female;N513953;625203105;Andrzej.Mróz83@tlen.com;Opolska 164/77;Kielce
52042517108;Jakub;Urbañska;25.04.1952;female;N281194;432574076;Jakub.Urbañska52@wp.com;Kolejowa 72/54;Toruñ
66052760323;Dariusz;Mróz;27.05.1966;female;Y677206;731764143;Dariusz.Mróz66@tlen.com;Jachtowa 75/73;Olsztyn
96111883086;Krzysztof;Urbañska;18.11.1996;female;V829350;608586617;Krzysztof.Urbañska96@gmail.com;Lipowa 197/48;Suwa³ki
62041092214;Adam;Górski;10.04.1962;male;K482391;197666306;Adam.Górski62@tlen.com;Zielona 251/9;Toruñ
80092401716;Piotr;Baranowski;24.09.1980;male;V802732;867341784;Piotr.Baranowski80@o2.com;Kwiatowa 204/55;Poznañ
83100517357;Andrzej;Kucharski;05.10.1983;male;B129545;831637291;Andrzej.Kucharski83@tlen.com;Karciana 3/10;Zakopane
88072818253;Dariusz;Ostrowski;28.07.1988;male;N476216;692190287;Dariusz.Ostrowski88@tlen.com;Kwiatowa 293/68;Bydgoszcz
00072442215;Tomasz;Sadowska;24.07.2000;male;G562787;942210000;Tomasz.Sadowska0@gmail.com;Szkolna 221/73;Malbork
85081896300;Jan;Baranowski;18.08.1985;female;Q299528;657909253;Jan.Baranowski85@gmail.com;Mazowiecka 234/90;Gdynia
79031211601;Dariusz;Ostrowski;12.03.1979;female;J930113;845543285;Dariusz.Ostrowski79@wp.com;Armii Krajowej 88/9;Olsztyn
94062244728;Bartosz;Walczak;22.06.1994;female;D175189;609133404;Bartosz.Walczak94@o2.com;Polna 136/63;Toruñ
74092629513;Micha³;Mazurek;26.09.1974;male;T465981;465006609;Micha³.Mazurek74@o2.com;Grunwaldzka 157/79;Malbork
70011440759;Rafa³;Sadowska;14.01.1970;male;N427616;465353408;Rafa³.Sadowska70@gmail.com;Lipowa 65/71;Warszawa
50051749297;Adam;Lewandowski;17.05.1950;male;I831262;697627503;Adam.Lewandowski50@tlen.com;Karciana 103/22;Toruñ
81111932932;Jan;Rutkowski;19.11.1981;male;G677384;747441682;Jan.Rutkowski81@gmail.com;Lipowa 204/64;Suwa³ki
70011751118;Rafa³;Borkowski;17.01.1970;male;R672482;339326244;Rafa³.Borkowski70@o2.com;£akowa 288/16;Lublin
86071905000;Krzysztof;D¹browski;19.07.1986;female;M879084;171833310;Krzysztof.D¹browski86@tlen.com;Leœna 32/47;Rzeszów
58053030396;Micha³;Adamska;30.05.1958;male;E338904;321286240;Micha³.Adamska58@gmail.com;Polna 57/83;Opole
53102518250;Piotr;Sikora;25.10.1953;male;Q979433;823401355;Piotr.Sikora53@wp.com;Brzozowa 274/30;Szczecin
68110105352;Andrzej;Sikora;01.11.1968;male;Z360859;646296703;Andrzej.Sikora68@o2.com;Brzozowa 277/56;Gdañsk
98061020695;Marcin;Sikora;10.06.1998;male;U861696;472667202;Marcin.Sikora98@tlen.com;Brzozowa 256/31;Lubin
70080296726;Grzegorz;Baranowski;02.08.1970;female;W279801;797834328;Grzegorz.Baranowski70@o2.com;¯aglowa 202/80;Opole
52112614860;Grzegorz;Sadowska;26.11.1952;female;V202623;983395111;Grzegorz.Sadowska52@tlen.com;Zielona 279/66;Szczecin
67090978617;Grzegorz;Sadowska;09.09.1967;male;J983276;513715196;Grzegorz.Sadowska67@gmail.com;Fregatowa 82/52;Toruñ
75040364065;Marcin;Mazurek;03.04.1975;female;P214481;136871133;Marcin.Mazurek75@o2.com;Lipowa 110/96;Poznañ
85012013036;Wojciech;Rutkowski;20.01.1985;male;B907626;789872952;Wojciech.Rutkowski85@gmail.com;Zielona 146/43;Toruñ
63050633249;Bartosz;Ostrowski;06.05.1963;female;E776284;522928727;Bartosz.Ostrowski63@gmail.com;Brzozowa 126/71;£ódŸ
73032297219;Jakub;Soko³owski;22.03.1973;male;F243854;411786143;Jakub.Soko³owski73@wp.com;Leœna 194/28;Zakopane
67120894906;Grzegorz;Urbañska;08.12.1967;female;F889865;319588812;Grzegorz.Urbañska67@gmail.com;Polna 269/8;Toruñ
93022606037;Grzegorz;Rutkowski;26.02.1993;male;M175023;832207253;Grzegorz.Rutkowski93@tlen.com;Ogrodowa 99/66;Kielce
97091303562;Grzegorz;Wójcik;13.09.1997;female;L910449;901677908;Grzegorz.Wójcik97@tlen.com;Lipowa 207/98;Wroc³aw
98022143173;Bartosz;Sikorska;21.02.1998;male;Y571727;312266374;Bartosz.Sikorska98@o2.com;Lipowa 206/57;Gdañsk
73121433447;Jakub;Pietrzak;14.12.1973;female;L174107;288034407;Jakub.Pietrzak73@o2.com;Akacjowa 251/75;Zakopane
80120974505;Grzegorz;Czarnecki;09.12.1980;female;D860507;139168991;Grzegorz.Czarnecki80@tlen.com;Sosnowa 282/20;Bydgoszcz
00042968475;Wojciech;Borkowski;29.04.2000;male;U243050;384015025;Wojciech.Borkowski0@gmail.com;Szkolna 15/34;Wroc³aw
52041470714;Grzegorz;Rutkowski;14.04.1952;male;B193966;858660703;Grzegorz.Rutkowski52@gmail.com;¯aglowa 10/0;Lubin
92040566508;Krzysztof;Piotrowski;05.04.1992;female;P838780;716855648;Krzysztof.Piotrowski92@gmail.com;Kwiatowa 193/31;Gdynia
81091273257;Marcin;Sadowska;12.09.1981;male;F833757;606345151;Marcin.Sadowska81@gmail.com;S³oneczna 140/67;Suwa³ki
81050767279;Micha³;Piotrowki;07.05.1981;male;T921142;200143790;Micha³.Piotrowki81@wp.com;Kwiatowa 227/51;Warszawa
89030477216;Wojciech;Wasilewska;04.03.1989;male;I315701;691256669;Wojciech.Wasilewska89@wp.com;Grunwaldzka 140/49;Gdynia
85042600331;Aleksander;Górski;26.04.1985;male;Y563682;867743840;Aleksander.Górski85@wp.com;Lipowa 38/24;Zakopane
74030659658;Jakub;Kowalczyk;06.03.1974;male;I720683;643252219;Jakub.Kowalczyk74@tlen.com;Karciana 52/32;Szczecin
92030995976;Krzysztof;Walczak;09.03.1992;male;Y228837;814071946;Krzysztof.Walczak92@gmail.com;Koœcielna 24/49;Suwa³ki
81091056450;Jakub;Adamska;10.09.1981;male;E656114;601024705;Jakub.Adamska81@tlen.com;Opolska 232/60;Gdynia
64062271891;Aleksander;Baran;22.06.1964;male;S154318;857876899;Aleksander.Baran64@gmail.com;Koœcielna 21/52;Poznañ
91122376997;Aleksander;Borkowski;23.12.1991;male;R871145;408034791;Aleksander.Borkowski91@tlen.com;Polna 162/92;£ódŸ
79042276607;Jan;Ostrowski;22.04.1979;female;S468863;243926216;Jan.Ostrowski79@o2.com;Ogrodowa 118/35;Olsztyn
59091262873;Krzysztof;Urbañska;12.09.1959;male;U214606;330522095;Krzysztof.Urbañska59@tlen.com;Fregatowa 100/43;Olsztyn
73020756958;Krzysztof;Czerwiñski;07.02.1973;male;E464212;936509663;Krzysztof.Czerwiñski73@wp.com;Parkowa 248/29;Kraków
71071438491;Grzegorz;Sikora;14.07.1971;male;N866517;961401921;Grzegorz.Sikora71@o2.com;Akacjowa 184/48;Toruñ
97052067541;Micha³;Kowalczyk;20.05.1997;female;T258196;431801123;Micha³.Kowalczyk97@wp.com;Kwiatowa 167/78;Kielce
52110845487;Krzysztof;Zakrzewska;08.11.1952;female;I746059;650227055;Krzysztof.Zakrzewska52@o2.com;Akacjowa 127/74;Toruñ
81101455582;Rafa³;Adamska;14.10.1981;female;M533769;822347720;Rafa³.Adamska81@o2.com;Mazowiecka 263/34;Szczecin
52070652053;Dariusz;Kowalczyk;06.07.1952;male;K406742;165803983;Dariusz.Kowalczyk52@tlen.com;Koœcielna 91/13;Malbork
55060777511;Andrzej;Krawczyk;07.06.1955;male;A211740;331110990;Andrzej.Krawczyk55@gmail.com;Zielona 245/63;Lubin
83101714779;Jakub;Ostrowski;17.10.1983;male;O803456;514842998;Jakub.Ostrowski83@gmail.com;Jachtowa 209/86;Gdañsk
89103156224;Wojciech;Adamska;31.10.1989;female;P395005;364770360;Wojciech.Adamska89@gmail.com;Brzozowa 36/62;Bydgoszcz
57112806785;Wojciech;Krawczyk;28.11.1957;female;S387264;102583135;Wojciech.Krawczyk57@o2.com;Kwiatowa 235/19;Kielce
56040720090;Aleksander;Sadowska;07.04.1956;male;S221878;146933127;Aleksander.Sadowska56@wp.com;Kolejowa 217/35;Olsztyn
91050583212;Jan;Urbañska;05.05.1991;male;J438133;743913416;Jan.Urbañska91@gmail.com;Ogrodowa 38/40;Kielce
64082166016;Piotr;Urbañska;21.08.1964;male;C310199;487245614;Piotr.Urbañska64@wp.com;Grunwaldzka 115/25;Suwa³ki
67090360697;Andrzej;Krawczyk;03.09.1967;male;C509577;179411121;Andrzej.Krawczyk67@o2.com;Mazowiecka 188/68;Wroc³aw
51080734867;Jan;Górski;07.08.1951;female;U743311;501379336;Jan.Górski51@gmail.com;Opolska 231/59;Poznañ
84071927488;Aleksander;Rutkowski;19.07.1984;female;H164538;694541602;Aleksander.Rutkowski84@gmail.com;Sosnowa 88/72;Olsztyn
94012035458;Andrzej;WoŸniak;20.01.1994;male;V672723;164715533;Andrzej.WoŸniak94@wp.com;Parkowa 149/0;Kraków
54092670219;Jan;Urbañska;26.09.1954;male;S304037;775229959;Jan.Urbañska54@gmail.com;Leœna 205/60;Wroc³aw
64092426513;Grzegorz;Rutkowski;24.09.1964;male;T415680;282518421;Grzegorz.Rutkowski64@gmail.com;Lipowa 108/3;Kraków
80031439954;Andrzej;Kowalski;14.03.1980;male;A458324;581156465;Andrzej.Kowalski80@wp.com;£akowa 39/24;I³awa
66032489066;Adam;Przybylski;24.03.1966;female;B675841;674378556;Adam.Przybylski66@gmail.com;Lipowa 209/71;I³awa
92070700151;Rafa³;Szymañski;07.07.1992;male;A732028;853825589;Rafa³.Szymañski92@gmail.com;Polna 110/30;Suwa³ki
66062090506;Dariusz;Szymczak;20.06.1966;female;O213160;497465669;Dariusz.Szymczak66@gmail.com;Sosnowa 52/41;Suwa³ki
65121145065;Rafa³;Rutkowski;11.12.1965;female;R479777;358141127;Rafa³.Rutkowski65@gmail.com;£akowa 87/34;Zakopane
70030505866;Aleksander;Górski;05.03.1970;female;W211660;577562000;Aleksander.Górski70@wp.com;Fregatowa 133/51;Toruñ
00022176602;Jakub;Czarnecki;21.02.2000;female;Z738902;324890471;Jakub.Czarnecki0@o2.com;Akacjowa 203/15;Malbork
58031372217;Bartosz;Urbañska;13.03.1958;male;G627319;634623228;Bartosz.Urbañska58@wp.com;S³oneczna 259/47;Suwa³ki
51120997960;Marcin;Szymañski;09.12.1951;female;N497789;588552701;Marcin.Szymañski51@o2.com;Karciana 286/82;Szczecin
86050287885;Grzegorz;Kowalczyk;02.05.1986;female;J385313;100755901;Grzegorz.Kowalczyk86@o2.com;Koœcielna 56/17;Lubin
72110921205;Jan;Górski;09.11.1972;female;E154211;794511807;Jan.Górski72@gmail.com;Zielona 112/87;Gdañsk
54022645218;Adam;Piotrowki;26.02.1954;male;I683681;736228003;Adam.Piotrowki54@tlen.com;Grunwaldzka 70/8;Wroc³aw
92031621842;Krzysztof;Krawczyk;16.03.1992;female;I186979;625375635;Krzysztof.Krawczyk92@gmail.com;Brzozowa 109/64;Rzeszów
74112943235;Piotr;Szczepañski;29.11.1974;male;R522160;165767181;Piotr.Szczepañski74@tlen.com;Armii Krajowej 26/61;Gdañsk
76022368717;Piotr;Wasilewska;23.02.1976;male;I549773;229206225;Piotr.Wasilewska76@tlen.com;Sosnowa 233/12;Suwa³ki
77040295428;Bartosz;Wasilewska;02.04.1977;female;E369317;178672282;Bartosz.Wasilewska77@wp.com;Lipowa 213/35;Gdynia
54060588653;Bartosz;Baranowski;05.06.1954;male;I599866;241039091;Bartosz.Baranowski54@wp.com;S³oneczna 157/99;Lublin
55070698695;Wojciech;Walczak;06.07.1955;male;W379696;441795096;Wojciech.Walczak55@tlen.com;Kwiatowa 54/43;Kielce
77102131143;Dariusz;Piotrowski;21.10.1977;female;M836947;969744370;Dariusz.Piotrowski77@gmail.com;Ogrodowa 67/29;Suwa³ki
77102999014;Grzegorz;Zawadzki;29.10.1977;male;F539976;214901560;Grzegorz.Zawadzki77@tlen.com;Kolejowa 241/5;Olsztyn
00012854399;Bartosz;Kamiñski;28.01.2000;male;Z564191;883178239;Bartosz.Kamiñski0@wp.com;Parkowa 60/15;Rzeszów
90032209637;Dariusz;Ostrowski;22.03.1990;male;Q363926;667851174;Dariusz.Ostrowski90@gmail.com;Leœna 40/2;Zakopane
91052151268;Bartosz;Borkowski;21.05.1991;female;X438491;376169312;Bartosz.Borkowski91@tlen.com;Sosnowa 143/38;Kraków
90072480570;Jakub;Cieœlak;24.07.1990;male;G240119;230703202;Jakub.Cieœlak90@o2.com;S³oneczna 159/35;Malbork
96111552125;Adam;Kucharski;15.11.1996;female;I653041;113648386;Adam.Kucharski96@o2.com;Zielona 17/32;Wroc³aw
64012634337;Tomasz;Sawicki;26.01.1964;male;Z187222;368749738;Tomasz.Sawicki64@gmail.com;Sosnowa 168/62;Opole
73111991628;Wojciech;Górski;19.11.1973;female;H419972;736956874;Wojciech.Górski73@gmail.com;Lipowa 285/49;Toruñ
84082159635;Grzegorz;Kowalski;21.08.1984;male;F612623;996062433;Grzegorz.Kowalski84@o2.com;Fregatowa 171/43;Kraków
54010745382;Wojciech;Mazurek;07.01.1954;female;N487632;760861817;Wojciech.Mazurek54@tlen.com;Koœcielna 94/52;Malbork
59072250458;Grzegorz;Wójcik;22.07.1959;male;B814892;652504669;Grzegorz.Wójcik59@o2.com;Opolska 29/52;Olsztyn
84041321415;Jan;Borkowski;13.04.1984;male;T963739;955254954;Jan.Borkowski84@wp.com;Brzozowa 289/57;£ódŸ
55060411437;Aleksander;Górski;04.06.1955;male;Y327641;828006060;Aleksander.Górski55@tlen.com;Sosnowa 67/35;Warszawa
59100788630;Adam;Soko³owski;07.10.1959;male;I653573;407082057;Adam.Soko³owski59@gmail.com;Sosnowa 28/67;£ódŸ
59042058944;Jakub;Wójcik;20.04.1959;female;G598816;727674657;Jakub.Wójcik59@wp.com;Mazowiecka 208/22;Gdynia
74091763596;Adam;Czerwiñski;17.09.1974;male;M652293;558494025;Adam.Czerwiñski74@wp.com;¯aglowa 109/70;Kielce
54041056664;Piotr;Wasilewska;10.04.1954;female;N222143;230575472;Piotr.Wasilewska54@o2.com;Grunwaldzka 101/47;Kraków
62010414126;Bartosz;Kamiñski;04.01.1962;female;N541342;271090818;Bartosz.Kamiñski62@gmail.com;Krótka 187/53;I³awa
58032647209;Andrzej;Zakrzewska;26.03.1958;female;O948564;806618516;Andrzej.Zakrzewska58@wp.com;Leœna 274/59;Gdañsk
74101833603;Jakub;Wasilewska;18.10.1974;female;Z927998;814006466;Jakub.Wasilewska74@o2.com;Kolejowa 84/50;Lublin
87030148599;Adam;Laskowska;01.03.1987;male;T690048;445936690;Adam.Laskowska87@o2.com;Sosnowa 211/19;Olsztyn
52041751663;Jan;Czarnecki;17.04.1952;female;B776488;329291335;Jan.Czarnecki52@wp.com;Kolejowa 285/61;Olsztyn
60061620406;Jan;Andrzejewski;16.06.1960;female;B571688;666363679;Jan.Andrzejewski60@wp.com;Akacjowa 104/87;Suwa³ki
95011627513;Andrzej;Lewandowski;16.01.1995;male;C475126;947888397;Andrzej.Lewandowski95@wp.com;Karciana 134/45;Suwa³ki
75080447668;Andrzej;Krawczyk;04.08.1975;female;L969278;605966086;Andrzej.Krawczyk75@o2.com;¯aglowa 148/42;Kielce
73050138911;Rafa³;Soko³owski;01.05.1973;male;Z709595;421003269;Rafa³.Soko³owski73@tlen.com;Armii Krajowej 93/99;Toruñ
72030968313;Grzegorz;Czarnecki;09.03.1972;male;A269964;525123362;Grzegorz.Czarnecki72@tlen.com;£akowa 228/61;Kraków
64022807105;Aleksander;Sikora;28.02.1964;female;E931742;407143299;Aleksander.Sikora64@o2.com;Kolejowa 248/35;Gdynia
74032098669;Jakub;Kubiak;20.03.1974;female;J520514;732767223;Jakub.Kubiak74@o2.com;Mazowiecka 270/42;Poznañ
